Date,Open,High,Low,Close,Volume
2025-01-10,135.195,140.14,134.709,137.47,1369875.0
2025-01-13,137.22,142.82,137.0,141.95,1561959.0
2025-01-14,142.0,145.38,140.15,143.43,2445434.0
2025-01-15,144.23,146.5,138.68,142.23,2328643.0
2025-01-16,142.44,145.11,140.43,144.72,1661474.0
2025-01-17,145.465,148.46,145.195,147.36,3210310.0
2025-01-21,148.6,153.18,148.01,152.57,2759636.0
2025-01-22,152.83,153.76,151.72,152.6,1730996.0
2025-01-23,152.955,152.955,148.18,152.45,1332235.0
2025-01-24,152.15,152.77,150.78,151.44,1844887.0
2025-01-27,151.19,152.22,148.7301,150.96,2229590.0
2025-01-28,152.47,153.24,150.21,150.34,1791623.0
2025-01-29,148.99,149.9,146.55,147.09,1583243.0
2025-01-30,147.65,152.48,147.65,151.38,1496057.0
2025-01-31,150.5,153.84,150.5,151.52,1886605.0
2025-02-03,148.94,150.315,147.88,148.63,1637928.0
2025-02-04,148.02,148.65,146.27,147.04,1290985.0
2025-02-05,147.89,148.71,146.31,147.99,1348074.0
2025-02-06,147.02,148.61,146.2,147.64,1142978.0
2025-02-07,147.805,149.3875,144.41,145.21,1557768.0
2025-02-10,145.585,145.8538,141.83,143.69,1764731.0
2025-02-11,141.88,144.2,141.3175,141.75,1134256.0
2025-02-12,138.78,139.8,136.4,138.08,2103555.0
2025-02-13,138.34,138.3454,136.06,136.45,1395435.0
2025-02-14,136.99,137.16,134.31,134.67,1358730.0
2025-02-18,134.51,136.185,133.94,135.2,2121049.0
2025-02-19,134.985,137.49,134.05,137.15,1738150.0
2025-02-20,137.66,138.58,136.1,136.79,872747.0
2025-02-21,136.5,137.525,135.15,135.37,1112247.0
2025-02-24,136.075,136.94,134.77,135.28,2037577.0
2025-02-25,135.555,136.28,133.2,134.18,2606955.0
2025-02-26,134.215,136.47,133.65,134.47,1539877.0
2025-02-27,128.78,131.32,125.81,127.08,3469145.0
2025-02-28,128.38,129.51,125.955,127.92,2852776.0
2025-03-03,128.81,129.0,125.64,126.33,2184538.0
2025-03-04,125.0,125.75,121.45,123.06,2524159.0
2025-03-05,122.29,127.3,122.29,126.51,2047254.0
2025-03-06,125.765,129.5,125.765,126.55,2299955.0
2025-03-07,126.7401,128.1,124.4,126.7,2056080.0
